"id","repository_name","url","namespace_identifier"
1714,Global Economics Review(GER),https://gerjournal.com/geroai/,""
1715,Global Education Review,http://ger.mercy.edu/index.php/ger/oai,ojs.schoolofeducation
1716,Global Heart,https://globalheartjournal.com/jms/index.php/up/oai/,ojs.globalheartjournal.com
1717,Global Iure,http://www.revistasjdc.com/main/index.php/giure/oai,ojs.www.revistasjdc.com
1718,Global Journal for Management and Administrative Sciences,https://gjmasuok.com/index.php/gjmas/oai,ojs2.gjmasuok.com
1719,"Global Journal of Agricultural Innovation, Research & Development",https://avantipublishers.com/jms/index.php/gjaird/oai,ojs.pkp.sfu.ca
1720,"Global Journal of Engineering,Science & Social Science Studies",http://www.gjess.co.in/index.php/gjess/oai,ojs.www.gjess.co.in
1721,Global Journal of Mathematical Analysis,http://www.sciencepubco.com/index.php/GJMA/oai,ojs.pkp.sfu.ca
1722,Global Medical & Health Communication,https://ejournal.unisba.ac.id/index.php/gmhc/oai,oai.ejournal.unisba.ac.id
1723,Global Proceedings Repository -  American Research Foundation,http://proceedings.sriweb.org/repository/index.php/index/index/oai,ocs.proceedings.sriweb.org
1724,Global Social Sciences Review(GSSR),https://gssrjournal.com/gssroai/,""
1725,Glocality,https://www.glocality.eu/jms/index.php/up/oai/,ojs.glocality.eu
1726,"GloPAD OAI Repository, Global Performing Arts Database",http://www.glopad.org/oai/oai2.php,""
1727,Glossa: a journal of general linguistics,https://www.glossa-journal.org/jms/index.php/up/oai/,ojs.www.glossa-journal.org
1728,Gobierno del Estado Chiapas,http://vitrina.bibliotecachiapas.gob.mx/cgi/oai2.cgi,vitrina.bibliotecachiapas.gob.mx
1729,Goescholar,http://goedoc.uni-goettingen.de/oai/request,""
1730,Goldsmiths Research Online,http://eprints-gro.gold.ac.uk/cgi/oai2,eprints.gold.ac.uk
1731,Gomal Journal of Medical Sciences,http://www.gjms.com.pk/ojs24/index.php/gjms/oai,ojs.pkp.sfu.ca
1732,Gorontalo Accounting Journal,http://jurnal.unigo.ac.id/index.php/gaj/oai,ojs.jurnal.unigo.ac.id
1733,GOUNI Journal of Management and Social Sciences,http://journal.gouni.edu.ng/index.php/fmss/oai,ojs.journal.gouni.edu.ng
1734,Graduate Institute of International and Development Studies,https://repository.graduateinstitute.ch/oai2d,repository.graduateinstitute.ch
1735,Graellsia,http://graellsia.revistas.csic.es/index.php/graellsia/oai,graellsia.revistas.csic.es
1736,Grasas y Aceites,http://grasasyaceites.revistas.csic.es/index.php/grasasyaceites/oai,grasasyaceites.revistas.csic.es
1737,Greenwich Academic Literature Archive,http://gala.gre.ac.uk/cgi/oai2,generic.eprints.org
1738,Greenwich Social Work Review,https://journals.gre.ac.uk/index.php/gswr/oai,journals.gre.ac.uk
1739,Griffith Research Online,http://www98.griffith.edu.au/dspace-oai/request,""
1740,GrowScience,https://growscience.org/index.php/index/oai,ojs.www.growscience.org
1741,Gruppo Italiano Frattura,http://www.gruppofrattura.it/ors/index.php/index/oai,ojs.www.gruppofrattura.it
1742,GSI Institutional Repository,http://repository.gsi.de/oai2d,repository.gsi.de
1743,GSTF Journal of Engineering Technology (JET),http://dl6.globalstf.org/index.php/jet/oai,ojs.dl6.globalstf.org
1744,GSTF Journal on Computing (JoC),http://dl6.globalstf.org/index.php/joc/oai,ojs.dl6.globalstf.org
1745,"GUIDENA: Jurnal Ilmu Pendidikan, Psikologi, Bimbingan dan Konseling",http://fkip.ummetro.ac.id/journal/index.php/bk/oai,ojs.journal.fkip.ummetro.ac.id
1746,Guruku: Jurnal Pendidikan dan Sosial Humaniora,https://e-journal.poltek-kampar.ac.id/index.php/GURUKU/oai,ojs2.e-journal.poltek-kampar.ac.id
1747,Gusau International Journal of Management and Social Sciences,https://gijmss.com.ng/index.php/gijmss/oai,ojs2.gijmss.com.ng
1748,Gusau Journal of Accounting and Finance,https://journals.gujaf.com.ng/index.php/gujaf/oai,ojs2.journals.gujaf.com.ng
1749,GUYUB: Journal of Community Engagement,https://ejournal.unuja.ac.id/index.php/guyub/oai,oai.ejournal.unuja.ac.id
1750,GÉNEROS - Multidisciplinary Journal of Gender Studies,http://hipatiapress.com/hpjournals/index.php/generos/oai,journals.hipatiapress.com
1751,Gümüşhane University Institutional Repository,http://acikerisim.gumushane.edu.tr/oai/request,acikerisim.gumushane.edu.tr
1752,Hacettepe Üniversitesi Yayın ve Açık Erişim Sistemi,http://acikarsiv.hacettepe.edu.tr/services_oai2/,""
1753,Hacı Bayram Veli Üniversitesi Açık Erişim Sistemi,https://acikerisim.hacibayram.edu.tr/Home/Oai/,acikerisim.hacibayram.edu.tr
1754,Hakkari University Institutional Repository,http://acikerisim.hakkari.edu.tr/oai/request,acikerisim.hakkari.edu.tr
1755,HamaMed-repository,http://hikumano.hama-med.ac.jp/dspace-oai/request,""
1756,Hamburg University Press,https://hup.sub.uni-hamburg.de/oa-pub/oai,hup.sub.uni-hamburg.de
1757,"Hamburg University Press, GERMANY, OPUS",http://hup.sub.uni-hamburg.de/opus/oai2/oai2.php,hup.sub.uni-hamburg.de-press
1758,HAMUT'AY,http://revistas.uap.edu.pe/ojs/index.php/HAMUT/oai,revistas.uap.edu.pe
1759,Harakat an-Nisa: Jurnal Studi Gender dan Anak,http://e-journal.lp2m.uinjambi.ac.id/ojp/index.php/an-Nisa/oai,e-journal.lp2m.uinjambi.ac.id
1760,Harvard Dataverse OAI Archive,https://dataverse.harvard.edu/oai,""
1761,Harvard Smithsonian Digital Video Library,http://www.hsdvl.org/oai/oai2.php,""
1762,Harvard University Library Virtual Collections,http://vcoai.lib.harvard.edu/vcoai/vc,vc.harvard.edu
1763,Hatay Mustafa Kemal University Institutional Repository,http://openaccess.mku.edu.tr/oai/request,openaccess.mku.edu.tr
1764,HAU: Journal of Ethnographic Theory,http://www.haujournal.org/index.php/hau/oai,ojs.haujournal.org
1765,HAWA,http://ejournal.iainbengkulu.ac.id/index.php/hawa/oai,ojs.ejournal.iainbengkulu.ac.id
1766,Health & Medical Journal,http://jurnal.unbrah.ac.id/index.php/heme/oai,ojs.jurnal.unbrah.ac.id
1767,Health & Medical Journal,https://jurnal.unbrah.ac.id/index.php/heme/oai,ojs.jurnal.unbrah.ac.id
1768,Health and Society,https://www.periodicojs.com.br/index.php/hs/oai,ojs.pkp.sfu.ca
1769,Health Information : Jurnal Penelitian,https://myjurnal.poltekkes-kdi.ac.id/index.php/HIJP/oai,ojs2.myjurnal.poltekkes-kdi.ac.id
1770,Health Psychology Bulletin,https://www.healthpsychologybulletin.com/jms/index.php/up/oai/,ojs.www.healthpsychologybulletin.com
1771,HEALTH SCIENCES QUARTERLY,https://journals.gen.tr/index.php/jsp/oai,ojs322.journals.gen.tr
1772,"Health, Culture and Society",http://hcs.pitt.edu/ojs/index.php/hcs/oai,ojs.hcs.pitt.edu
1773,HEART,http://repository.hyogo-u.ac.jp/dspace-oai/request,""
1774,HebrewBooks.org - The Society for the Preservation of Hebrew Books,http://www.publishyoursefer.com/reprints/forlibraries/oai/oai.pl,""
1775,Hedatuz,http://hedatuz.euskomedia.org/cgi/oai2,hedatuz.euskomedia.org
1776,Heian Jogakuin(St. Agnes’) University Institutional Repository,http://st.agnes.repo.nii.ac.jp/oai,""
1777,Heighpubs,https://www.heighpubs.org/oai/oai.php,heighpubs.org
1778,"Heighten Science Publications Inc., USA",https://www.hspioa.org/oai/index,hspioa.org
1779,"Heinrich-Heine-University Duesseldorf, Germany, Online Publications",http://docserv.uni-duesseldorf.de/servlets/OAIDataProvider,docserv.uni-duesseldorf.de
1780,Helda,http://helda.helsinki.fi/oai/request,""
1781,Helmholtz Zentrum fÃ¼r Infektionsforschung Repository,http://hzi.openrepository.com/hzi-oai/request,""
1782,Helsebibliotekets Research Archive,http://hera.helsebiblioteket.no/hera/oai/request,""
1783,"Helsinki University of Technology, Finland, Document Server",http://edoc.tkk.fi/oai/oai2.php,TKKdoc.fi
1784,Helvia :: Repositorio Institucional de la Universidad de Córdoba,https://helvia.uco.es/oai/request,helvia.uco.es
1785,Hematology Reports,http://www.pagepress.org/journals/index.php/hr/oai,ojs.pagepress.org
1786,Hemeroteca Científica Catalana,http://revistes.iec.cat/revistes/index.php/index/oai,ojs.revistes.iec.cat
1787,Hemeroteca Cientí­fica Catalana,https://revistes.iec.cat/index.php/index/oai,ojs.revistes.iec.cat
1788,"Herança - Revista de História, Património e Cultura",https://revistas.ponteditora.org/index.php/heranca/oai,revistas.ponteditora.org
1789,Herbert Simon Collection; Carnegie Mellon University Archives,http://diva.library.cmu.edu/webapp/simon/oai2/OAIHandler,archive.library.cmu.edu
1790,HERMES-IR (Hitotsubashi University Repository),http://hermes-ir.lib.hit-u.ac.jp/rs-oai/request,""
1791,Higher Learning Research Communications,http://www.hlrcjournal.com/index.php/HLRC/oai,liu.journals.sfu.ca
1792,Highlights in Bioinformatics,http://highlightsin.org/index.php/bioinformatics/oai,ojs.ojs.highlightsin.org
1793,HighWire Press OAI Repository,http://open-archive.highwire.org/handler,open-archive.highwire.org
1794,HIGIENE: Jurnal Kesehatan Lingkungan,http://journal.uin-alauddin.ac.id/index.php/higiene/oai,journal.uin-alauddin.ac.id
1795,Hijai - Journal on Arabic Language and Literature,https://journal.uinsgd.ac.id/index.php/hijai/oai,ojs.journal.uinsgd.ac.id
1796,Hikmah,https://jurnalhikmah.staisumatera-medan.ac.id/index.php/hikmah/oai,ojs2.jurnalhikmah.staisumatera-medan.ac.id
1797,HIKMAH: Jurnal Ilmu Dakwah dan Komunikasi Islam,http://e-journal.perpustakaanstainpsp.net/index.php/hikmah/oai,ojs.e-journal.perpustakaanstainpsp.net
1798,Hillsdale College Digital Commons,https://digitalcommons.hillsdale.edu/do/oai/,digitalcommons.hillsdale.edu
1799,Himeji University Academic Institutional Repository,http://himeji-u.repo.nii.ac.jp/oai,""
1800,Hipogrifo,http://www.revistahipogrifo.com/index.php/hipogrifo/oai,ojs.idea.accesibilidadparatodos.com
1801,Hirosaki Regional Repository,http://hrr.ul.hirosaki-u.ac.jp/dspace-oai/request,""
1802,Hirosaki University Repository for Academic Resources,http://repository.ul.hirosaki-u.ac.jp/dspace-oai/request,""
1803,Hirosaki University Repository for Academic Resources,http://repository.ul.hirosaki-u.ac.jp:8080/dspace-oai/request,""
1804,Hiroshima University Institutional Repository,http://ir.lib.hiroshima-u.ac.jp/api/oai/request,""
1805,Hirsla,http://www.hirsla.lsh.is/lsh-oai/request,""
1806,Hispana,https://hispana.mcu.es/i18n/oai/oai_hispana.mcu.es.do,hispana.mcu.es
1807,Hispania,http://hispania.revistas.csic.es/index.php/hispania/oai,hispania.revistas.csic.es
1808,Hispania Sacra,http://hispaniasacra.revistas.csic.es/index.php/hispaniasacra/oai,hispaniasacra.revistas.csic.es
1809,Historia Agraria de América Latina,https://haal.cl/index.php/haal/oai,ojs2.haal.cl
1810,Historia Regional,https://historiaregional.org/ojs/index.php/historiaregional/oai,historiaregional.org
1811,Historical Society of Pennsylvania Catalog,https://discover.hsp.org/OAI/Server,hsp.org
1812,Historiography: Journal of Indonesian History and Education,http://journal2.um.ac.id/index.php/JDS/oai,ojs.journal2.um.ac.id
1813,History and Scholarship Digital Archives,https://archives.law.nccu.edu/do/oai/,archives.law.nccu.edu
1814,História e Cultura,http://periodicos.franca.unesp.br/index.php/historiaecultura/oai,ojs.franca.unesp.br
1815,Hochschulschriftenserver der Bergischen Universität Wuppertal,http://elpub.bib.uni-wuppertal.de/servlets/OAIDataProvider,elpub.bib.uni-wuppertal.de
1816,Hokkaido University collection of scholarly and academic papers,http://eprints.lib.hokudai.ac.jp/dspace-oai/request,""
1817,Hokkaido University Northern Studies Collection,http://hoppo.lib.hokudai.ac.jp/hoppodb/oai2.php,hoppo.lib.hokudai.ac.jp
1818,Holistic al-Hadis,https://jurnal.uinbanten.ac.id/index.php/holistic/oai,ojs2.jurnal.uinbanten.ac.id
1819,HOLISTIC ECONOMICS,https://journals.gen.tr/index.php/holistecon/oai,ojs322.journals.gen.tr
1820,HOLISTIK JURNAL KESEHATAN,http://ejurnalmalahayati.ac.id/index.php/holistik/oai,ojs.ejurnalmalahayati.ac.id
1821,Hollins Digital Commons,https://digitalcommons.hollins.edu/do/oai/,digitalcommons.hollins.edu
1822,HOLOPRAXIS,http://www.revistaholopraxis.com/index.php/ojs/oai,ojs.localhost
1823,Home,http://repositorio.pucrs.br/oai/request,""
1824,Home DSpace INRA Avignon,http://w3.avignon.inra.fr/dspace-oai/request,""
1825,HOMEROS,http://www.ratingacademy.com.tr/ojs/index.php/homeros/oai,ojs2.ratingacademy.com.tr
1826,Hong Kong Education Bibliographic Database,http://bibliography.ied.edu.hk:8080/TRSOAI/servlet/OAIDataProvider,bibliography.ied.edu.hk
1827,Hong Kong Testing Database,http://museum.ied.edu.hk/paprod/aspx/repository.aspx,""
1828,Hope's Institutional Research Archive (HIRA),http://hira.hope.ac.uk/cgi/oai2,hira.hope.ac.uk
1829,Horizon / Pleins textes - Fonds documentaire de l'IRD,http://www.documentation.ird.fr/fdi/oai.php,ird.fr
1830,Horizontes de Enfermería,https://revistasdigitales.upec.edu.ec/index.php/enfermeria/oai,revistasdigitales.upec.edu.ec
1831,Horyzonty Polityki,https://horyzonty.ignatianum.edu.pl/HP/oai,horyzonty.ignatianum.edu.pl
1832,HOSEI UNIVERSITY REPOSITORY,http://hosei.repo.nii.ac.jp/oai,""
1833,Hosei University Repository,http://repo.lib.hosei.ac.jp/dspace-oai/request,""
1834,Hospital a Domicilio,http://revistahad.eu/index.php/revistahad/oai,ojs.revistahad.eu
1835,Hospitality & Tourism Review,https://riiopenjournals.com/index.php/hospitality-tourism-review/oai,ojs2.riiopenjournals.com
1836,HOT Skills in Mathematics Education,http://econference.stkip-pgri-sumbar.ac.id/index.php/NCME/index/oai,ocs.econference.stkip-pgri-sumbar.ac.id
1837,HRČAK - Portal of scientific journals of Croatia,https://hrcak.srce.hr/oai/,hrcak.srce.hr
1838,HSJI,http://hsji.litbang.depkes.go.id/index.php/index/oai,ojs.hsji.litbang.depkes.go.id
1839,http://repo.nara-u.ac.jp,http://repo.nara-u.ac.jp/modules/xoonips/oai.php,""
1840,"Huellas. Spanish Journal on Slavery, Colonialism,  Resistances and Legacies.",https://ojs.uv.es/index.php/huellas/oai,ojs.uv.es
1841,HUJOS - Earth Science and Environment,http://joshueuni.edu.vn/index.php/HUJOS-ESE/oai,ojs.hueuni.edu.vn
1842,Humanidades Populares,http://humanidadespopulares.cl/ojs/index.php/index/oai,ojs.humanidadespopulares.cl
1843,Humanidades: revista de la Universidad de Montevideo,http://revistas.um.edu.uy/index.php/revistahumanidades/oai,ojs2.revistas.um.edu.uy
1844,Humanities & Social Sciences Reviews,http://giapjournals.com/index.php/hssr/oai,ojs.giapjournals.com
1845,Humanities & Social Sciences Reviews,http://www.giapjournals.com/index.php/hssr/oai,ojs.pkp.sfu.ca
1846,HUMANITIES AND RIGHTS | GLOBAL NETWORK JOURNAL,https://www.humanitiesandrights.com/journal/index.php/har/oai,ojs2.humanitiesandrights.com
1847,Humboldt eScholar,http://escholar.humboldt.edu:8080/dspace-oai/request,""
1848,"Humboldt University of Berlin, GERMANY, Document Server",http://edoc.hu-berlin.de/OAI-2.0,HUBerlin.de
1849,Hunafa: Jurnal Studia Islamika,http://jurnalhunafa.org/index.php/hunafa/oai,ojs.www.jurnalhunafa.org
1850,Huskie Commons,http://commons.lib.niu.edu/oai/request,commons.lib.niu.edu
1851,Hypnos. Revista do Centro de Estudos da Antiguidade. ISSN 2177-5346,http://www.hypnos.org.br/revista/index.php/index/oai,ojs.www.hypnos.org.br
1852,HZSK Repository,http://corpora.uni-hamburg.de:8080/oai/provider,corpora.uni-hamburg.de
1853,Hórus,http://www.repositorio-bc.unirio.br:8080/oai/request,www.repositorio-bc.unirio.br
1854,I VARDANDE Revista Electrónica de Semiótica y Fenomenología Jurídicas,http://i-vardande.com/index.php/vard/oai,ojs.i-vardande.com
1855,i-ETC : ISEL Academic Journal of Electronics Telecommunications and Computers,http://journals.isel.pt/index.php/i-ETC/oai,i-ETC.journals.isel.pt
1856,I2D Revista Científica ,https://revista.investigacioni2d.com/index.php/i2drevista/oai,ojs2.revista.investigacioni2d.com
1857,"I4US Innovation, Intelligence, Initiatives, Information",http://www.openarchives.es/i4us/oai.asp,i4us
1858,IACS Digital Repository,http://arxiv.iacs.res.in:8080/oai/request,""
1859,IAES Institute of Advanced Engineering and Science,http://www.iaesjournal.com/online/index.php/index/oai,ojs.iaesjournal.com
1860,IAIN Manado Repository,http://repository.iain-manado.ac.id/cgi/oai2,repository.iain-manado.ac.id
1861,"IAPS : Digital Library :
 ",http://iaps.scix.net/cgi-bin/works/OAI,IAPSDigitalLibrary.id
1862,IARS' International Research Journal,http://researth.iars.info/index.php/curie/oai,ojs.researth.iars.info
1863,Iberoamericana – Nordic Journal of Latin American and Caribbean Studies,https://www.iberoamericana.se/jms/index.php/up/oai/,www.iberoamericana.se
1864,Iberoamérica Social: Revista-red de estudios sociales.,https://iberoamericasocial.com/ojs/index.php/index/oai,ojs.iberoamericasocial.com
1865,Ibersid,http://ibersid.eu/ojs/index.php/ibesid/oai,ojs.ibersid.eu
1866,Ibersid: revista de sistemas de información y documentación,http://ibersid.eu/ojs/index.php/ibersid/oai,ojs.ibersid.eu
1867,Ibn Haldun University Academic Activity Systems,http://meeting.ihu.edu.tr/index.php/index/index/oai,ocs.conferences.ihu.edu.tr
1868,Ibrahimy Online Journals,http://ojs.pps-ibrahimy.ac.id/index.php/index/oai,ojs.localhost
1869,Ibriez : Jurnal Kependidikan Dasar Islam Berbasis Sains,https://ibriez.iainponorogo.ac.id/index.php/ibriez/oai,ojs2.ibriez.iainponorogo.ac.id
1870,IBSS Repository,http://repository.ibss.org.ua/dspace-oai/request,""
1871,IBSU Scientific Journal,http://journal.ibsu.edu.ge/index.php/ibsusj/oai,journal.ibsu.edu.ge
1872,IBU Repository,http://eprints.ibu.edu.ba/cgi/oai2,eprints.ibu.edu.ba
1873,ICI Berlin Repository,https://www.ici-berlin.org/oa/oai/,ici-berlin.org
1874,ICM - DIR - Zasoby Polskie,http://dir.icm.edu.pl/dirop/oai/index.cgi,""
1875,Iconarp International Journal of Architecture and Planning,http://iconarp.selcuk.edu.tr/iconarp/oai,iconarp.selcuk.edu.tr
1876,ICONSS Proceeding Series,https://proceeding.iconss.id/ips/oai,ojs2.proceeding.iconss.id
1877,ICPBS Digital Cllections,http://icabs.repo.nii.ac.jp/oai,""
1878,iDEA: Drexel E-repository and Archives,https://idea.library.drexel.edu/oai/request,idea.library.drexel.edu
1879,IDEALIS : InDonEsiA journaL Information System,https://jom.fti.budiluhur.ac.id/index.php/IDEALIS/oai,ojs2.jom.fti.budiluhur.ac.id
1880,IDEALS Repository ,http://ideals.uiuc.edu/dspace-oai/request,""
1881,IDEALS: Research and Scholarship of the University of Illinois at Urbana-Champaign,http://www.ideals.uiuc.edu/dspace-oai/request,""
1882,idUS. Depósito de Investigación Universidad de Sevilla,http://idus.us.es/oai/request,idus.us.es
1883,IEREK Press,http://press.ierek.com/index.php/index/oai,ojs.www.ierek.com
1884,iFutures,http://conferencepapers.shef.ac.uk/index.php/iFutures/index/oai,ocs.git
1885,Igdir Universitesi Acik Erisim Sistemi,http://acikerisim.igdir.edu.tr:8080/oai/request,""
1886,Ihya' al 'Arabiyah,http://jurnal.uinsu.ac.id/index.php/ihya/oai,jurnal.uinsu.ac.id
1887,IIAP,http://190.254.17.3/metadatos/OAIPMH,""
1888,IIEP Paris - OAI repository,http://oai.iiep.unesco.org/oai2.php,""
1889,IIOAB Letters,http://iioablett.pitt.edu/ojs/index.php/iioablett/oai,ojs.iioablett.pitt.edu
1890,IJACTA,http://www.ijacta.com/index.php/ojs/oai,ojs.ijacta.com
1891,IJCER,http://ijcer.org/index.php/ojs/oai,ojs.ijcer.org
1892,IJCIT (Indonesian Journal on Computer and Information Technology),http://ejournal.bsi.ac.id/ejurnal/index.php/ijcit/oai,ojs.ejournal.bsi.ac.id
1893,IJCIT (Indonesian Journal on Computer and Information Technology),https://ejournal.bsi.ac.id/ejurnal/index.php/ijcit/oai,ojs.ejournal.bsi.ac.id
1894,IJEE (Indonesian Journal of English Education),http://journal.uinjkt.ac.id/index.php/ijee/oai,ojs.localhost
